Case,Name,Rank,Badge,Incident Date,Location,Precinct,Allegation,Disposition,Discipline,
200112-0038,ROBIN D MEDLEY,Police Officer,142,2001-12-05 1:06:00,Private Residence or Property,2,Individual Issued Mace,Officers Actions within Policy,,
201107-0070,ROBIN D MEDLEY,Police Officer,142,2011-07-07 18:00:00,Private Residence or Property,12,Injury during arrest,Officers Actions within Policy,,
201201-0086,ROBIN D MEDLEY,Police Officer,142,2012-01-06 3:49:00,Business Building Or Property,7,Firearm Used,Officers Actions within Policy,,
200104-0088,TIMOTHY A WINDON,Police Officer,143,2001-04-16 23:26:00,Private Residence or Property,9,Individual Issued Mace,Officers Actions within Policy,,
200402-0004,TIMOTHY A WINDON,Police Officer,143,2004-01-27 7:35:00,Private Residence or Property,9,Striking Hands / Feet,Officers Actions within Policy,,
200604-0137,TIMOTHY A WINDON,Police Officer,143,2006-03-13 7:31:00,Private Residence or Property,14,Force,Unfounded,,
200711-0222,GREGORY M FRANKEN,Police Officer,146,2007-10-26 11:30:00,Street/Alley,8,Striking Hands / Feet,Officers Actions within Policy,,
200110-0102,MICHAEL W YINGER,Police Officer,147,2001-10-01 8:51:00,Street/Alley,2,Individual Issued Mace,Officers Actions within Policy,,
200205-0112,MICHAEL W YINGER,Police Officer,147,2002-04-04 0:15:00,Business Building Or Property,2,Force,Unfounded,,
200205-0178,MICHAEL W YINGER,Police Officer,147,2002-03-23 22:20:00,Public Building or Property,7,Injury during arrest,Officers Actions within Policy,,
200207-0103,MICHAEL W YINGER,Police Officer,147,2002-06-11 8:01:17,Private Residence or Property,7,Striking Hands / Feet,Officers Actions within Policy,,
200408-0001,MICHAEL W YINGER,Police Officer,147,2004-06-09 10:41:00,Street/Alley,2,Striking Hands / Feet,Officers Actions within Policy,,
200408-0001,MICHAEL W YINGER,Police Officer,147,2004-06-09 10:41:00,Street/Alley,2,Injury during arrest,Officers Actions within Policy,,
200410-0185,MICHAEL W YINGER,Police Officer,147,2004-09-25 13:13:00,Private Residence or Property,18,Striking Hands / Feet,Officers Actions within Policy,,
200412-0058,MICHAEL W YINGER,Police Officer,147,2004-10-19 11:10:00,Street/Alley,18,Striking Hands / Feet,Officers Actions within Policy,,
200412-0058,MICHAEL W YINGER,Police Officer,147,2004-10-19 11:10:00,Street/Alley,18,Injury during arrest,Officers Actions within Policy,,
200507-0135,MICHAEL W YINGER,Police Officer,147,2005-04-14 11:20:00,Public Building or Property,18,Striking Hands / Feet,Officers Actions within Policy,,
200511-0160,MICHAEL W YINGER,Police Officer,147,2005-07-13 11:56:00,Street/Alley,2,Striking Hands / Feet,Officers Actions within Policy,,
200606-0165,MICHAEL W YINGER,Police Officer,147,2006-04-18 10:10:00,Business Building Or Property,18,Injury during arrest,Officers Actions within Policy,,
200611-0118,MICHAEL W YINGER,Police Officer,147,2006-11-08 12:50:00,Private Residence or Property,2,Handling of Prisoner,Unfounded,,
200701-0317,MICHAEL W YINGER,Police Officer,147,2006-11-22 12:15:00,Private Residence or Property,2,Striking Hands / Feet,Officers Actions within Policy,,
200904-0073,MICHAEL W YINGER,Police Officer,147,2009-04-11 10:00:00,Private Residence or Property,3,Force,Unfounded,,
200907-0025,MICHAEL W YINGER,Police Officer,147,2009-07-07 16:30:00,Street/Alley,14,Firearm Used,Officers Actions within Policy,,
201209-0243,MICHAEL W YINGER,Police Officer,147,2012-07-26 10:00:00,Street/Alley,F,Striking Hands / Feet,Officers Actions within Policy,,
200702-0305,MARTIN B MALONE,Police Officer,152,2007-02-22 20:07:00,Street/Alley,2,Individual Issued Mace,Officers Actions within Policy,,
201006-0018,MARTIN B MALONE,Police Officer,152,2010-05-23 23:00:00,Business Building Or Property,5,Individual Issued Mace,Officers Actions within Policy,,
200904-0282,MATTHEW HAUSER,Police Officer,158,2009-03-13 22:45:00,Street/Alley,6,Striking Hands / Feet,Officers Actions within Policy,,
200906-0116,MATTHEW HAUSER,Police Officer,158,2009-05-10 20:32:00,Street/Alley,6,Striking Hands / Feet,Officers Actions within Policy,,
200907-0034,MATTHEW HAUSER,Police Officer,158,2009-06-30 2:25:00,Bar,2,Individual Issued Mace,Officers Actions within Policy,,
200907-0247,MATTHEW HAUSER,Police Officer,158,2009-07-06 18:48:00,Private Residence or Property,6,Individual Issued Mace,Officers Actions within Policy,,
201003-0082,MATTHEW HAUSER,Police Officer,158,2010-03-07 15:40:00,Private Residence or Property,6,Individual Issued Mace,Officers Actions within Policy,,
201005-0029,MATTHEW HAUSER,Police Officer,158,2010-05-02 22:37:00,Private Residence or Property,6,Striking Hands / Feet,Officers Actions within Policy,,
201005-0029,MATTHEW HAUSER,Police Officer,158,2010-05-02 22:37:00,Private Residence or Property,6,Injury during arrest,Officers Actions within Policy,,
201005-0140,MATTHEW HAUSER,Police Officer,158,2010-04-23 14:45:00,Street/Alley,6,Individual Issued Mace,Officers Actions within Policy,,
201006-0037,MATTHEW HAUSER,Police Officer,158,2010-04-03 19:44:00,Street/Alley,6,Striking Hands / Feet,Officers Actions within Policy,,
201006-0037,MATTHEW HAUSER,Police Officer,158,2010-04-03 19:44:00,Street/Alley,6,Injury during arrest,Officers Actions within Policy,,
201009-0015,MATTHEW HAUSER,Police Officer,158,2010-05-22 15:05:00,Private Residence or Property,6,Striking Weapon,Officers Actions within Policy,,
201009-0015,MATTHEW HAUSER,Police Officer,158,2010-05-22 15:05:00,Private Residence or Property,6,Injury during arrest,Officers Actions within Policy,,
201009-0222,MATTHEW HAUSER,Police Officer,158,2010-09-11 2:25:00,Bar,18,Individual Issued Mace,Officers Actions within Policy,,
201009-0273,MATTHEW HAUSER,Police Officer,158,2010-03-07 15:40:00,Private Residence or Property,6,Force,Unfounded per Article 8.12,,
201107-0099,MATTHEW HAUSER,Police Officer,158,2011-07-03 20:50:00,Street/Alley,7,Injury during arrest,Officers Actions within Policy,,
201108-0151,MATTHEW HAUSER,Police Officer,158,2011-07-08 8:00:00,Street/Alley,7,Injury during arrest,Officers Actions within Policy,,
201109-0191,MATTHEW HAUSER,Police Officer,158,2011-06-19 15:39:00,Private Residence or Property,7,Striking Hands / Feet,Officers Actions within Policy,,
201109-0191,MATTHEW HAUSER,Police Officer,158,2011-06-19 15:39:00,Private Residence or Property,7,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
201203-0269,MATTHEW HAUSER,Police Officer,158,2012-02-25 1:25:00,Public Building or Property,16,Striking Hands / Feet,Officers Actions within Policy,,
201203-0269,MATTHEW HAUSER,Police Officer,158,2012-02-25 1:25:00,Public Building or Property,16,Injury during arrest,Officers Actions within Policy,,
201204-0209,MATTHEW HAUSER,Police Officer,158,2012-02-11 18:40:00,Private Residence or Property,7,Striking Hands / Feet,Officers Actions within Policy,,
201204-0209,MATTHEW HAUSER,Police Officer,158,2012-02-11 18:40:00,Private Residence or Property,7,Injury during arrest,Officers Actions within Policy,,
201209-0120,MATTHEW HAUSER,Police Officer,158,2012-07-20 16:41:00,Private Residence or Property,7,Striking Hands / Feet,Officers Actions within Policy,,
201209-0120,MATTHEW HAUSER,Police Officer,158,2012-07-20 16:41:00,Private Residence or Property,7,Injury during arrest,Officers Actions within Policy,,
201212-0090,MATTHEW HAUSER,Police Officer,158,2012-12-29 14:55:00,Private Residence or Property,7,Striking Hands / Feet,Officers Actions within Policy,,
201212-0090,MATTHEW HAUSER,Police Officer,158,2012-12-29 14:55:00,Private Residence or Property,7,Injury during arrest,Officers Actions within Policy,,
201303-0117,MATTHEW HAUSER,Police Officer,158,2013-03-14 15:00:00,Private Residence or Property,7,Injury during arrest,Officers Actions within Policy,,
201304-0192,MATTHEW HAUSER,Police Officer,158,2013-03-16 21:15:00,Private Residence or Property,7,Injury during arrest,Officers Actions within Policy,,
201304-0194,MATTHEW HAUSER,Police Officer,158,2013-03-16 15:26:00,Street/Alley,9,Injury during arrest,Officers Actions within Policy,,
201401-0060,MATTHEW HAUSER,Police Officer,158,2013-10-11 0:01:00,Hospital,7,Striking Hands / Feet,Officers Actions within Policy,,
201401-0060,MATTHEW HAUSER,Police Officer,158,2013-10-11 0:01:00,Hospital,7,Injury during arrest,Officers Actions within Policy,,
201404-0084,MATTHEW HAUSER,Police Officer,158,2014-03-19 18:40:00,Private Residence or Property,12,Individual Issued Mace,Officers Actions within Policy,,
201404-0084,MATTHEW HAUSER,Police Officer,158,2014-03-19 18:40:00,Private Residence or Property,12,Injury during arrest,Officers Actions within Policy,,
201502-0063,MATTHEW HAUSER,Police Officer,158,2014-11-24 16:27:00,Street/Alley,12,Individual Issued Mace,Officers Actions within Policy,,
201502-0063,MATTHEW HAUSER,Police Officer,158,2014-11-24 16:27:00,Street/Alley,12,Injury during arrest,Officers Actions within Policy,,
200111-0029,NEIL A HOOD,Police Officer,171,2001-10-03 20:20:00,Business Building Or Property,10,Injury during arrest,Officers Actions within Policy,,
200511-0083,NEIL A HOOD,Police Officer,171,2005-11-08 22:30:00,Public Building or Property,4,Injury during arrest,Officers Actions within Policy,,
200601-0072,NEIL A HOOD,Police Officer,171,2005-12-22 11:35:00,Street/Alley,8,Striking Hands / Feet,Officers Actions within Policy,,
200109-0107,HEATHER C COLLINS,Police Officer,186,2001-09-07 1:35:00,Business Building Or Property,11,Individual Issued Mace,Officers Actions within Policy,,
200107-0069,JAMES B MORROW,Police Officer,187,2001-04-08 16:43:00,Street/Alley,8,Force,Not Sustained,,
200107-0069,JAMES B MORROW,Police Officer,187,2001-04-08 16:43:00,Street/Alley,8,Force,Unfounded,,
200109-0131,JAMES B MORROW,Police Officer,187,2001-07-09 19:53:00,Police Headquarters,H,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200110-0086,JAMES B MORROW,Police Officer,187,2001-10-10 12:15:00,Street/Alley,16,Display / Use of Firearms,Unfounded,,
200204-0226,JAMES B MORROW,Police Officer,187,2002-04-21 1:00:00,Street/Alley,4,Chemical Agent ordnance (Tactical Unit),Officers Actions within Policy,,
200210-0239,JAMES B MORROW,Police Officer,187,2002-10-19 20:12:00,Street/Alley,1,Force,Unfounded,,
200210-0289,JAMES B MORROW,Police Officer,187,2002-09-22 0:20:00,Street/Alley,4,Injury during arrest,Officers Actions within Policy,,
200212-0086,JAMES B MORROW,Police Officer,187,2002-11-23 2:00:00,Street/Alley,4,Chemical Agent ordnance (Field Force),Officers Actions within Policy,,
200310-0047,JAMES B MORROW,Police Officer,187,2003-08-02 23:15:00,Street/Alley,1,Striking Hands / Feet,Officers Actions within Policy,,
200312-0232,JAMES B MORROW,Police Officer,187,2003-11-28 20:23:00,Street/Alley,4,Striking Hands / Feet,Officers Actions within Policy,,
200401-0056,JAMES B MORROW,Police Officer,187,2003-12-06 2:14:00,Street/Alley,4,Striking Hands / Feet,Officers Actions within Policy,,
200401-0098,JAMES B MORROW,Police Officer,187,2003-11-23 3:36:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
200401-0098,JAMES B MORROW,Police Officer,187,2003-11-23 3:36:00,Street/Alley,4,Injury during arrest,Officers Actions within Policy,,
200502-0174,JAMES B MORROW,Police Officer,187,2005-02-14 20:30:00,Street/Alley,4,Injury during arrest,Officers Actions within Policy,,
200505-0005,JAMES B MORROW,Police Officer,187,2005-02-28 2:10:00,Bar,4,Individual Issued Mace,Officers Actions within Policy,,
200506-0188,JAMES B MORROW,Police Officer,187,2005-06-21 22:45:00,Street/Alley,4,Force,Not Sustained,,
200507-0045,JAMES B MORROW,Police Officer,187,2005-07-10 3:36:00,Street/Alley,1,Force,Not Sustained,,
200507-0045,JAMES B MORROW,Police Officer,187,2005-07-10 3:36:00,Street/Alley,1,Handling of Prisoner,Not Sustained,,
200507-0065,JAMES B MORROW,Police Officer,187,2005-05-17 3:23:00,Street/Alley,4,Striking Hands / Feet,Officers Actions within Policy,,
200512-0138,JAMES B MORROW,Police Officer,187,2005-08-23 3:30:00,Private Residence or Property,1,Striking Hands / Feet,Officers Actions within Policy,,
200603-0080,JAMES B MORROW,Police Officer,187,2006-03-04 23:00:00,Business Building Or Property,16,Force,Unfounded,,
200606-0023,JAMES B MORROW,Police Officer,187,2006-05-29 1:52:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
200608-0158,JAMES B MORROW,Police Officer,187,2006-08-13 20:30:00,Private Residence or Property,16,Individual Issued Mace,Officers Actions within Policy,,
200608-0158,JAMES B MORROW,Police Officer,187,2006-08-13 20:30:00,Private Residence or Property,16,Use of Mace,Unfounded,,
201109-0023,MARK A HOCKMAN,Police Officer,189,2011-08-26 20:50:00,Street/Alley,5,Injury during arrest,Officers Actions within Policy,,
201208-0280,MARK A HOCKMAN,Police Officer,189,2012-05-06 20:50:00,Police SubStation,2,Injury after arrest (transporting / processing),Officers Actions within Policy,,
201208-0402,MARK A HOCKMAN,Police Officer,189,2012-06-08 20:49:00,Public Building or Property,2,Injury during arrest,Officers Actions within Policy,,
201212-0020,MARK A HOCKMAN,Police Officer,189,2012-10-17 16:05:00,Business Building Or Property,2,Injury during arrest,Officers Actions within Policy,,
201212-0220,MARK A HOCKMAN,Police Officer,189,2012-11-25 18:21:00,Street/Alley,2,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
201307-0121,MARK A HOCKMAN,Police Officer,189,2013-06-20 16:00:00,Private Residence or Property,2,Injury during arrest,Officers Actions within Policy,,
201501-0312,MARK A HOCKMAN,Police Officer,189,2014-09-25 22:09:00,Private Residence or Property,2,Injury during arrest,Officers Actions within Policy,,
201502-0073,MARK A HOCKMAN,Police Officer,189,2014-12-20 17:45:00,Street/Alley,5,Injury during arrest,Officers Actions within Policy,,
200505-0132,MARK E LOVETT,Police Officer,191,2005-05-11 0:35:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
201209-0104,MARK E LOVETT,Police Officer,191,2012-07-03 23:15:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200611-0035,BETTY L FARKAS,Police Officer,192,2006-10-15 2:15:00,Bar,11,Striking Hands / Feet,Officers Actions within Policy,,
200105-0076,MATTHEW D SPRINGER,Police Officer,193,2001-03-06 14:00:00,Private Residence or Property,6,Striking Hands / Feet,Officers Actions within Policy,,
200105-0076,MATTHEW D SPRINGER,Police Officer,193,2001-03-06 14:00:00,Private Residence or Property,6,"Injury during contact with officers, no arrest made",Officers Actions within Policy,,
200110-0191,MATTHEW D SPRINGER,Police Officer,193,2001-10-24 13:00:00,Street/Alley,6,Force,Not Sustained,,
200202-0135,MATTHEW D SPRINGER,Police Officer,193,2002-02-22 11:43:00,Private Residence or Property,18,Injury during arrest,Officers Actions within Policy,,
200204-0132,MATTHEW D SPRINGER,Police Officer,193,2002-03-07 13:44:00,Private Residence or Property,7,Striking Hands / Feet,Officers Actions within Policy,,
200302-0225,MATTHEW D SPRINGER,Police Officer,193,2001-12-16 10:40:00,Private Residence or Property,7,Injury during arrest,Officers Actions within Policy,,
200401-0119,MATTHEW D SPRINGER,Police Officer,193,2004-01-15 22:45:00,Street/Alley,7,Handling of Prisoner,Not Sustained,,
200407-0195,MATTHEW D SPRINGER,Police Officer,193,2004-05-07 9:27:00,Street/Alley,7,Striking Hands / Feet,Officers Actions within Policy,,
200505-0017,MATTHEW D SPRINGER,Police Officer,193,2005-04-04 12:25:00,Business Building Or Property,7,Injury during arrest,Officers Actions within Policy,,
200807-0160,MATTHEW D SPRINGER,Police Officer,193,2008-07-07 12:30:00,Private Residence or Property,7,Individual Issued Mace,Officers Actions within Policy,,
200610-0198,REGINA A DUDLEY,Police Officer,197,2006-10-08 0:30:00,Business Building Or Property,10,Individual Issued Mace,Officers Actions within Policy,,
200704-0108,REGINA A DUDLEY,Police Officer,197,2007-03-23 13:03:00,Business Building Or Property,2,Individual Issued Mace,Officers Actions within Policy,,
200107-0063,JESSICA S CONAWAY,Police Officer,201,2000-12-21 11:42:33,Street/Alley,6,Injury during arrest,Officers Actions within Policy,,
200210-0205,JESSICA S CONAWAY,Police Officer,201,2002-10-11 20:50:00,Street/Alley,6,Individual Issued Mace,Officers Actions within Policy,,
200211-0007,JESSICA S CONAWAY,Police Officer,201,2002-10-10 20:24:00,Private Residence or Property,6,Striking Hands / Feet,Officers Actions within Policy,,
200211-0007,JESSICA S CONAWAY,Police Officer,201,2002-10-10 20:24:00,Private Residence or Property,6,Injury during arrest,Officers Actions within Policy,,
200312-0202,JESSICA S CONAWAY,Police Officer,201,2003-12-14 1:30:00,Bar,14,Individual Issued Mace,Officers Actions within Policy,,
200404-0024,JESSICA S CONAWAY,Police Officer,201,2004-03-21 2:30:00,Bar,14,Individual Issued Mace,Officers Actions within Policy,,
